Mitigated agent 3: deviation=129.11, median=8.51, weight=0.04, threshold=123.89, original=137.62, new=132.41
Mitigated agent 0: deviation=258283.79, median=-31654.21, weight=0.08, threshold=238827.57, original=226629.59, new=207173.37
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=374031.95, median=-46597.23, threshold=343947.80, corrected=297350.57
Mitigated agent 0: deviation=374031.95, median=-46597.23, weight=0.08, threshold=343947.80, original=327434.72, new=297350.57
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=638615.46, median=-78933.23, threshold=589520.08, corrected=510586.85
Mitigated agent 0: deviation=638615.46, median=-78933.23, weight=0.08, threshold=589520.08, original=559682.23, new=510586.85
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=1211837.85, median=-149111.63, threshold=1116652.35, corrected=967540.72
Mitigated agent 0: deviation=1211837.85, median=-149111.63, weight=0.08, threshold=1116652.35, original=1062726.23, new=967540.72
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=3103947.72, median=-380191.42, threshold=2859735.99, corrected=2479544.56
Mitigated agent 0: deviation=3103947.72, median=-380191.42, weight=0.08, threshold=2859735.99, original=2723756.29, new=2479544.56
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=10872503.67, median=-1331453.69, threshold=10047086.59, corrected=8715632.90
Mitigated agent 0: deviation=10872503.67, median=-1331453.69, weight=0.08, threshold=10047086.59, original=9541049.97, new=8715632.90
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=20029838.04, median=-2445511.10, threshold=18481760.09, corrected=16036248.99
Mitigated agent 0: deviation=20029838.04, median=-2445511.10, weight=0.08, threshold=18481760.09, original=17584326.94, new=16036248.99
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=51553548.41, median=-6313537.65, threshold=47616606.21, corrected=41303068.55
Mitigated agent 0: deviation=51553548.41, median=-6313537.65, weight=0.08, threshold=47616606.21, original=45240010.75, new=41303068.55
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=127802550.76, median=-15646551.09, threshold=117984128.23, corrected=102337577.14
Mitigated agent 0: deviation=127802550.76, median=-15646551.09, weight=0.08, threshold=117984128.23, original=112155999.67, new=102337577.14
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=383082164.10, median=-46855688.31, threshold=353739637.09, corrected=306883948.78
Mitigated agent 0: deviation=383082164.10, median=-46855688.31, weight=0.08, threshold=353739637.09, original=336226475.79, new=306883948.78
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=522459484.18, median=-64566531.93, threshold=475857613.01, corrected=411291081.08
Mitigated agent 0: deviation=522459484.18, median=-64566531.93, weight=0.09, threshold=475857613.01, original=457892952.25, new=411291081.08
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 3: deviation=93779802.96, median=-82836871.95, threshold=36463992.07, corrected=-46372879.88
Mitigated agent 3: deviation=93779802.96, median=-82836871.95, weight=0.61, threshold=36463992.07, original=10942931.01, new=-46372879.88
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=21344626.05, median=82999193.80, threshold=16329557.48, corrected=99328751.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=156517595.84, median=82999193.80, threshold=16329557.48, corrected=114302712.96
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 3: deviation=184017515.64, median=82999193.80, threshold=16329557.48, corrected=46195690.67
Mitigated agent 1: deviation=21344626.05, median=82999193.80, weight=0.23, threshold=16329557.48, original=104343819.85, new=99328751.27
Mitigated agent 0: deviation=156517595.84, median=82999193.80, weight=0.80, threshold=16329557.48, original=239516789.63, new=114302712.96
Mitigated agent 3: deviation=184017515.64, median=82999193.80, weight=0.80, threshold=16329557.48, original=-101018321.85, new=46195690.67
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=358040731.30, median=27997722.46, threshold=164169959.77, corrected=-136172237.32
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 0: deviation=84554814.58, median=-30983245.41, threshold=56473108.50, corrected=25489863.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=293612072.10, median=-30983245.41, threshold=56473108.50, corrected=27739169.01
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 2: deviation=14704195.15, median=-3730119.71, threshold=2085942.38, corrected=-6670958.74
Mitigated agent 0: deviation=358040731.30, median=27997722.46, weight=0.54, threshold=164169959.77, original=-330043008.84, new=-136172237.32
Mitigated agent 0: deviation=84554814.58, median=-30983245.41, weight=0.33, threshold=56473108.50, original=53571569.16, new=25489863.09
Mitigated agent 3: deviation=293612072.10, median=-30983245.41, weight=0.80, threshold=56473108.50, original=262628826.69, new=27739169.01
Mitigated agent 2: deviation=2940839.03, median=-3730119.71, weight=0.29, threshold=2085942.38, original=-6670958.74, new=-5816062.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=45160409.05, median=-1870984.71, threshold=23152381.07, corrected=21281396.37
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=34074155.04, median=-1870984.71, threshold=23152381.07, corrected=-25023365.78
Mitigated agent 0: deviation=45160409.05, median=-1870984.71, weight=0.49, threshold=23152381.07, original=43289424.34, new=21281396.37
Mitigated agent 3: deviation=34074155.04, median=-1870984.71, weight=0.32, threshold=23152381.07, original=-35945139.75, new=-25023365.78
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 2: deviation=71184807.76, median=-84038645.65, threshold=68631848.11, corrected=-15406797.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 2: deviation=46380839.88, median=-54597854.12, threshold=24927770.30, corrected=-29670083.83
Mitigated agent 2: deviation=71184807.76, median=-84038645.65, weight=0.04, threshold=68631848.11, original=-12853837.89, new=-15406797.54
Mitigated agent 2: deviation=46380839.88, median=-54597854.12, weight=0.46, threshold=24927770.30, original=-8217014.24, new=-29670083.83
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=205224075.87, median=8445527.24, threshold=58416686.49, corrected=-49971159.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=72308228.16, median=-24729834.98, threshold=31139582.20, corrected=-55869417.18
Mitigated agent 3: deviation=205224075.87, median=8445527.24, weight=0.72, threshold=58416686.49, original=-196778548.63, new=-49971159.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 3: deviation=150299407.32, median=-72163763.04, threshold=129044176.42, corrected=56880413.38
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 3: deviation=244449948.19, median=-165627787.79, threshold=190387639.08, corrected=24759851.29
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 3: deviation=92625919.44, median=-7759726.85, threshold=91466480.91, corrected=83706754.06
Mitigated agent 3: deviation=150299407.32, median=-72163763.04, weight=0.14, threshold=129044176.42, original=78135644.27, new=56880413.38
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=48291238.86, median=-51013925.95, threshold=18086832.38, corrected=-32927093.57
Mitigated agent 0: deviation=48291238.86, median=-51013925.95, weight=0.63, threshold=18086832.38, original=-2722687.09, new=-32927093.57
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=48291238.86, median=-51013925.95, threshold=18086832.38, corrected=-32927093.57
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 2: deviation=27402919.65, median=18125817.46, threshold=14904507.18, corrected=3221310.28
Mitigated agent 2: deviation=27402919.65, median=18125817.46, weight=0.46, threshold=14904507.18, original=-9277102.19, new=3221310.28
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=176397725.56, median=-15526990.77, threshold=105820973.49, corrected=90293982.72
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=170547382.95, median=-15526990.77, threshold=105820973.49, corrected=-121347964.26
Mitigated agent 0: deviation=176397725.56, median=-15526990.77, weight=0.40, threshold=105820973.49, original=160870734.79, new=90293982.72
Mitigated agent 3: deviation=170547382.95, median=-15526990.77, weight=0.38, threshold=105820973.49, original=-186074373.72, new=-121347964.26
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=118424891.14, median=-6104362.87, threshold=80905417.42, corrected=74801054.56
Mitigated agent 3: deviation=118424891.14, median=-6104362.87, weight=0.32, threshold=80905417.42, original=112320528.27, new=74801054.56
Mitigated agent 2: deviation=40065360.27, median=4584145.63, weight=0.68, threshold=12664569.01, original=-35481214.65, new=-8080423.38
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 2: deviation=40065360.27, median=4584145.63, threshold=12664569.01, corrected=-8080423.38
Mitigated agent 2: deviation=79513723.63, median=-8295152.74, weight=0.64, threshold=28495278.84, original=71218570.89, new=20200126.10
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=221629358.64, median=463658.69, threshold=210376237.17, corrected=-209912578.48
Mitigated agent 0: deviation=221629358.64, median=463658.69, weight=0.05, threshold=210376237.17, original=-221165699.95, new=-209912578.48
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=299490116.74, median=913887.04, threshold=77400110.91, corrected=-76486223.87
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=353081456.83, median=913887.04, threshold=77400110.91, corrected=78313997.95
Mitigated agent 0: deviation=299490116.74, median=913887.04, weight=0.74, threshold=77400110.91, original=-298576229.70, new=-76486223.87
Mitigated agent 3: deviation=353081456.83, median=913887.04, weight=0.78, threshold=77400110.91, original=353995343.87, new=78313997.95
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=179031625.71, median=3487737.41, threshold=147012156.26, corrected=150499893.67
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=224128111.15, median=3487737.41, threshold=147012156.26, corrected=-143524418.86
Mitigated agent 0: deviation=179031625.71, median=3487737.41, weight=0.18, threshold=147012156.26, original=182519363.11, new=150499893.67
Mitigated agent 3: deviation=224128111.15, median=3487737.41, weight=0.34, threshold=147012156.26, original=-220640373.75, new=-143524418.86
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=208057565.40, median=495685.37, threshold=83755463.91, corrected=-83259778.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=202329985.92, median=495685.37, threshold=83755463.91, corrected=84251149.28
Mitigated agent 0: deviation=208057565.40, median=495685.37, weight=0.60, threshold=83755463.91, original=-207561880.03, new=-83259778.54
Mitigated agent 3: deviation=202329985.92, median=495685.37, weight=0.59, threshold=83755463.91, original=202825671.29, new=84251149.28
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=71665642.16, median=29643.21, threshold=62612859.23, corrected=62642502.44
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=70764404.10, median=29643.21, threshold=62612859.23, corrected=-62583216.03
Mitigated agent 0: deviation=71665642.16, median=29643.21, weight=0.13, threshold=62612859.23, original=71695285.36, new=62642502.44
Mitigated agent 3: deviation=70764404.10, median=29643.21, weight=0.12, threshold=62612859.23, original=-70734760.89, new=-62583216.03
Mitigated agent 3: deviation=181213631.96, median=-89938862.45, weight=0.39, threshold=110719690.43, original=91274769.51, new=20780827.98
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 7: deviation=90496965.65, median=558103.19, threshold=62290470.79, corrected=-61732367.59
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=117668318.41, median=558103.19, threshold=62290470.79, corrected=-61732367.59
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 3: deviation=199534819.64, median=558103.19, threshold=62290470.79, corrected=62848573.98
Mitigated agent 7: deviation=90496965.65, median=558103.19, weight=0.31, threshold=62290470.79, original=-89938862.45, new=-61732367.59
Mitigated agent 0: deviation=117668318.41, median=558103.19, weight=0.47, threshold=62290470.79, original=-117110215.22, new=-61732367.59
Mitigated agent 3: deviation=199534819.64, median=558103.19, weight=0.69, threshold=62290470.79, original=200092922.84, new=62848573.98
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 6: deviation=393420718.39, median=-99231565.16, threshold=194136537.96, corrected=94904972.80
Mitigated agent 6: deviation=393420718.39, median=-99231565.16, weight=0.51, threshold=194136537.96, original=294189153.23, new=94904972.80
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 7: deviation=171962528.89, median=-4496186.70, threshold=154320084.39, corrected=149823897.70
Mitigated agent 7: deviation=171962528.89, median=-4496186.70, weight=0.10, threshold=154320084.39, original=167466342.19, new=149823897.70
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=184431767.33, median=81689059.94, threshold=86895953.26, corrected=-5206893.32
Mitigated agent 0: deviation=184431767.33, median=81689059.94, weight=0.53, threshold=86895953.26, original=-102742707.39, new=-5206893.32
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=184431767.33, median=81689059.94, threshold=86895953.26, corrected=-5206893.32
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 3: deviation=578954205.02, median=-272743487.47, threshold=548914301.86, corrected=276170814.39
Mitigated agent 3: deviation=578954205.02, median=-272743487.47, weight=0.05, threshold=548914301.86, original=306210717.55, new=276170814.39
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 3: deviation=578954205.02, median=-272743487.47, threshold=548914301.86, corrected=276170814.39
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 3: deviation=77145120.71, median=-25688751.61, threshold=1183023.45, corrected=-10259727.46
Mitigated agent 3: deviation=77145120.71, median=-25688751.61, weight=0.80, threshold=1183023.45, original=51456369.10, new=-10259727.46
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 3: deviation=77145120.71, median=-25688751.61, threshold=1183023.45, corrected=-10259727.46
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=208088849.88, median=132402824.29, threshold=180248629.61, corrected=-47845805.32
